Gene,alt_mod_ratio,ref_mod_ratio,bias_pvalue
Ajuba_2415,0.84375,0.657894736842105,0.033609
Ak4_3978,0.636363636363636,0.333333333333333,0.012888
Akap12_2737,0.807692307692308,0.833333333333333,0.427434
Akap12_3233,0.488372093023256,0.461538461538462,0.398316
Akap12_3311,0.295454545454545,0.302325581395349,0.452214
Akap12_3406,0.625,0.631578947368421,0.455415
Akap12_3629,0.170731707317073,0.4,0.00626300000000002
Akap12_3876,0.651515151515151,0.515151515151515,0.06516
Akap12_4641,0.505154639175258,0.510416666666667,0.471477
Akap12_5396,0.678260869565217,0.639344262295082,0.267657
Akap12_5930,0.672566371681416,0.666666666666667,0.462622
Akap8_1901,0.5,0.384615384615385,0.173105
Akap8_2110,0.724137931034483,0.666666666666667,0.307403
Akirin1_916,0.258064516129032,0.391304347826087,0.147213
Akirin1_1443,0.666666666666667,0.952380952380952,0.001803
Akirin2_135,0.690909090909091,0.758620689655172,0.225684
Akirin2_908,0.384615384615385,0.470588235294118,0.166146
Alad_1181,0.611111111111111,0.6,0.476015
Aldh16a1_1966,0.6,0.5,0.253727
Aldh16a1_2496,0.5,0.538461538461538,0.412627
Aldh18a1_1655,0.576923076923077,0.53125,0.417392
Aldh18a1_2750,0.774193548387097,0.67741935483871,0.236474
Aldh18a1_3022,0.575,0.659090909090909,0.214902
Aldh18a1_3199,0.775,0.8125,0.342338
Aldh18a1_3209,0.763157894736842,0.711111111111111,0.296809
Aldh18a1_3213,0.697674418604651,0.638297872340426,0.284004
Aldh18a1_3448,0.416666666666667,0.5,0.27545
Alkbh2_866,0.264705882352941,0.371428571428571,0.181096
Alkbh5_1544,0.521739130434783,0.481481481481481,0.388014
Alkbh5_1652,1,0.923076923076923,0.124788
Alpl_1846,0.612903225806452,0.769230769230769,0.023037
Alpl_2053,0.612903225806452,0.627450980392157,0.409337
Alyref_872,0.582278481012658,0.596638655462185,0.409246
Amt_1934,0.436363636363636,0.258064516129032,0.044515
Anapc1_5239,0.521739130434783,0.4,0.209772
Anapc1_6052,0.464285714285714,0.533333333333333,0.308501
Anapc1_6196,0.64,0.433333333333333,0.063399
Anapc10_705,0.767441860465116,0.730769230769231,0.378368
Anapc4_2668,0.853658536585366,0.896551724137931,0.294869
Anapc4_2729,0.694444444444444,0.592592592592593,0.213063
Anapc5_516,0.538461538461538,0.564814814814815,0.365045
Anapc5_2417,0.524064171122995,0.561497326203209,0.249008
Ankrd17_8473,0.423076923076923,0.476190476190476,0.35716
Anln_3593,0.725,0.702702702702703,0.436245
Anp32a_1884,0.434782608695652,0.342857142857143,0.238141
Anp32b_1259,0.9,0.8,0.179189
Anxa11_1056,0.576923076923077,0.464285714285714,0.243562
Anxa6_2258,0.855263157894737,0.888888888888889,0.291636
Anxa7_1748,0.434782608695652,0.462365591397849,0.365916
Ap1m1_1574,0.652777777777778,0.875,0.00263500000000005
Ap2a2_3168,0.6875,0.65625,0.446651
Ap2s1_425,0.606060606060606,0.72,0.0989409999999999
Ap3b1_3477,0.8,0.475,0.00620500000000002
Ap3d1_4123,0.80952380952381,0.896551724137931,0.144251
Ap3d1_4375,0.645833333333333,0.764705882352941,0.118472
Ap3s2_896,0.85,0.730769230769231,0.155139
Api5_1803,0.743589743589744,0.78,0.349579
Api5_2554,0.625,0.526315789473684,0.165229
Api5_3326,0.568181818181818,0.315789473684211,0.00370099999999995
Api5_3382,0.6875,0.686567164179104,0.490345
Aplp2_3264,0.282051282051282,0.45,0.062487
Aqp3_1003,0.55,0.541666666666667,0.476907
Arcn1_1360,0.324324324324324,0.480769230769231,0.067376
Arcn1_1854,0.387096774193548,0.403846153846154,0.440944
Arcn1_1891,0.731707317073171,0.836065573770492,0.111078
Arf5_1080,0.483333333333333,0.595238095238095,0.093428
Arf6_507,0.459459459459459,0.350877192982456,0.143541
Arf6_700,0.545454545454545,0.518518518518518,0.402008
Arf6_784,0.6,0.571428571428571,0.400029
Arf6_980,0.558823529411765,0.413793103448276,0.091083
Arf6_986,0.605263157894737,0.609375,0.491025
Arf6_1026,0.916666666666667,0.907407407407407,0.462407
Arglu1_989,0.71875,0.75,0.379906
Arglu1_1027,0.415384615384615,0.346153846153846,0.277102
Arglu1_1034,0.550724637681159,0.689655172413793,0.093685
Arglu1_1608,0.646153846153846,0.625,0.418195
Arhgap5_4586,0.478260869565217,0.55,0.32183
Arid5b_7033,0.424242424242424,0.333333333333333,0.241018
Arid5b_7105,0.5625,0.576923076923077,0.511454
Arih1_1930,0.578947368421053,0.80952380952381,0.026996
Arih2_351,0.551724137931034,0.380952380952381,0.114585
Arih2_1907,0.534883720930233,0.565217391304348,0.374207
Arih2_2007,0.674418604651163,0.8,0.088664
Arl2_748,0.564102564102564,0.526315789473684,0.365618
Arl6ip1_998,0.616,0.564285714285714,0.196986
Arl6ip1_1800,0.463087248322148,0.466666666666667,0.47363
Armc1_1069,0.785714285714286,0.678571428571429,0.222885
Armc1_1113,0.56,0.88,0.00529199999999996
Armc10_1170,0.0357142857142857,0.942857142857143,1e-07
Armc10_1407,0.393939393939394,0.419354838709677,0.442691
Armc10_1430,0.65,0.828571428571429,0.019574
Armc10_1519,0.488372093023256,0.641025641025641,0.060439
Armc10_1624,0.636363636363636,0.257142857142857,0.000688000000000022
Armc10_1741,0.794871794871795,0.882352941176471,0.131629
Armc10_1989,0.676470588235294,0.6875,0.447597
Arpc5_310,0.674418604651163,0.448275862068966,0.010143
Arpc5_1629,0.206896551724138,0.346938775510204,0.084893
Arpc5l_573,0.903225806451613,0.807692307692308,0.162632
Arpc5l_638,0.724137931034483,0.653846153846154,0.293565
Arpc5l_879,0.482758620689655,0.703703703703704,0.037847
Arrb2_1344,0.545454545454545,0.478260869565217,0.327152
Arrb2_1656,0.75,0.782608695652174,0.418293
Asah1_1487,0.925925925925926,0.84,0.079662
Asf1a_842,0.9,0.884615384615385,0.412422
Asf1b_911,0.387755102040816,0.45,0.312336
Asna1_548,0.432900432900433,0.443478260869565,0.424528
Asns_1428,0.421487603305785,0.492277992277992,0.012134
Asnsd1_366,0.5,0.5,0.023221
Asnsd1_851,0.71875,0.622222222222222,0.186442
Asnsd1_1249,0.766666666666667,0.875,0.122971
Asnsd1_1790,0.620689655172414,0.65625,0.375421
Aspscr1_770,0.333333333333333,0.444444444444444,0.201421
Atad3a_1877,0.466666666666667,0.469387755102041,0.481432
Atad3a_2179,0.837837837837838,0.866666666666667,0.35361
Atad3a_2195,0.51063829787234,0.472727272727273,0.391898
Atad3a_2232,0.756756756756757,0.790697674418605,0.35792
Atad3a_2395,0.551724137931034,0.548387096774194,0.470502
Atf1_1044,0.894736842105263,0.827586206896552,0.22774
Atf1_1054,0.837837837837838,0.827586206896552,0.453056
Atf1_1108,0.941176470588235,0.875,0.211931
Atf1_1290,0.931034482758621,0.96,0.389058
Atf1_1707,0.513513513513513,0.466666666666667,0.351766
Atf4_978,0.571428571428571,0.618090452261307,0.216654
Atg101_706,0.95,0.96,0.473717
Atic_2387,0.616438356164384,0.634782608695652,0.402594
Atmin_1178,0.821428571428571,0.6,0.050116
Atmin_1345,0.866666666666667,0.75,0.172843
Atmin_1565,0.633333333333333,0.681818181818182,0.411824
Atmin_1645,0.862068965517241,1,0.013613
Atmin_1963,0.657142857142857,0.416666666666667,0.031273
Atmin_1969,0.612903225806452,0.65,0.381989
Atmin_2543,0.612903225806452,0.555555555555556,0.335476
Atmin_4453,0.791666666666667,0.461538461538462,0.00505199999999995
Atmin_4590,0.863636363636364,0.681818181818182,0.0467340000000001
Atp1b1_1306,0.625,0.32,0.00167200000000001
Atp1b3_1672,0.487179487179487,0.578947368421053,0.210952
Atp2c1_3115,0.6,0.666666666666667,0.328761
Atp2c1_3161,0.80952380952381,0.583333333333333,0.046095
Atp2c1_3172,0.8,0.666666666666667,0.167803
Atp6v1a_3840,0.481481481481481,0.411764705882353,0.244515
Atp6v1b2_1560,0.704545454545455,0.569444444444444,0.028012
Atp6v1e1_849,0.666666666666667,0.829787234042553,0.0267539999999999
AU018091_466,0.666666666666667,0.875,0.0543090000000001
AU018091_1361,0.636363636363636,0.604651162790698,0.386148
AU018091_3046,0.625,0.642857142857143,0.39623
Aup1_510,0.48,0.666666666666667,0.094986
Aup1_1228,0.590909090909091,0.478260869565217,0.225841
Aurka_1175,0.709677419354839,0.653846153846154,0.237425
Aurka_1368,0.648148148148148,0.7625,0.076885
Aurkaip1_454,0.691489361702128,0.475609756097561,0.001668
Aurkaip1_1084,0.571428571428571,0.625,0.344947
Aurkb_852,0.568181818181818,0.586206896551724,0.479146
Aurkb_872,0.509803921568627,0.5,0.462784
Aurkb_1624,0.383333333333333,0.581395348837209,0.022647
Aven_1030,0.523809523809524,0.357142857142857,0.129995
Avpi1_627,0.712121212121212,0.571428571428571,0.05166
Avpi1_668,0.772727272727273,0.711538461538462,0.226984
Avpi1_703,0.442857142857143,0.358490566037736,0.175301
Avpi1_786,0.46875,0.72,0.00284600000000002
Azin1_2406,0.483870967741935,0.4,0.269581
Babam1_1320,0.822222222222222,0.756756756756757,0.239433
Bap1_2556,0.409090909090909,0.608695652173913,0.086796
Bap1_2868,0.44,0.391304347826087,0.342111
Bap1_2960,0.619047619047619,0.416666666666667,0.08688
Basp1_663,1,0.9,0.12124
Basp1_724,0.96551724137931,1,0.361053
Bax_720,0.743589743589744,0.683544303797468,0.253296
Baz1b_5441,0.428571428571429,0.44,0.45414
Baz2a_6346,0.619047619047619,0.65625,0.386246
Baz2a_7150,0.594594594594595,0.571428571428571,0.414654
Baz2a_7973,0.558139534883721,0.719298245614035,0.048574
BC005537_639,0.606060606060606,0.459459459459459,0.105086
BC005537_2516,0.941176470588235,0.981481481481482,0.1059
BC005537_2588,0.581818181818182,0.584615384615385,0.492664
BC005537_2620,0.955555555555556,0.962264150943396,0.412199
BC005537_2689,0.672727272727273,0.8125,0.040327
Bcam_1983,0.5,0.607843137254902,0.169477
Bcas2_608,0.542682926829268,0.524475524475524,0.376269
Bcat2_1614,0.606060606060606,0.681818181818182,0.240059
Bccip_904,0.728813559322034,0.753623188405797,0.373106
Bckdhb_1305,0.407407407407407,0.45,0.382437
Bckdk_1617,0.933333333333333,0.911764705882353,0.409556
Bckdk_1744,0.78125,0.606060606060606,0.06671
Bcl10_1148,0.464285714285714,0.333333333333333,0.185307
Bcl3_1463,0.521739130434783,0.714285714285714,0.081261
Bclaf1_1633,1,0.866666666666667,0.013662
Bclaf1_2761,0.703703703703704,0.515151515151515,0.068244
Bhlhe40_861,0.891891891891892,0.851851851851852,0.31628
Bhlhe40_882,0.857142857142857,0.961538461538462,0.109428
Bhlhe40_936,0.5,0.481481481481481,0.441054
Bhlhe40_959,0.692307692307692,0.833333333333333,0.09668
Bhlhe40_1002,0.705882352941177,0.76,0.317108
Bhlhe40_1041,0.833333333333333,0.586206896551724,0.013408
Bhlhe40_1423,0.875,0.678571428571429,0.024239
Bhlhe40_1515,0.851063829787234,0.793103448275862,0.262044
Bhlhe40_1770,0.803921568627451,0.806451612903226,0.478499
Bid_902,0.484848484848485,0.5,0.477699
Bid_1059,0.939393939393939,0.814814814814815,0.069666
Bid_1178,0.71875,0.48,0.032224
Bid_1336,0.794871794871795,0.733333333333333,0.298174
Bid_1718,0.516129032258065,0.678571428571429,0.106076
Birc5_550,0.433070866141732,0.316326530612245,0.035228
Birc5_727,0.891472868217054,0.911392405063291,0.317524
Birc5_755,0.627586206896552,0.480769230769231,0.010537
Birc5_773,0.692913385826772,0.73469387755102,0.242462
Blmh_1814,0.742857142857143,0.727272727272727,0.459864
Blmh_1862,0.575757575757576,0.695652173913043,0.175759
Bloc1s2_332,0.44,0.5,0.320872
Bloc1s2_665,0.666666666666667,0.777777777777778,0.163427
Bloc1s2_712,0.59375,0.540540540540541,0.335599
Bms1_4152,0.962962962962963,0.9,0.213702
Bms1_4187,0.655172413793103,0.483870967741935,0.079104
Bnip3_288,0.66304347826087,0.728395061728395,0.161862
Bnip3_1396,0.353846153846154,0.391666666666667,0.271388
Bod1_748,0.772727272727273,0.7,0.297774
Bod1_979,0.7,0.642857142857143,0.336658
Brca1_3818,0.789473684210526,0.608695652173913,0.070195
Brca1_6261,0.58,0.607142857142857,0.387148
Brca1_6423,0.583333333333333,0.486486486486487,0.178839
Brca1_6437,0.765625,0.848484848484849,0.150477
Brd2_3882,0.442307692307692,0.46875,0.411218
Brd2_4250,0.686274509803922,0.709677419354839,0.410194
Brd4_4968,0.75,0.545454545454545,0.071771
Bri3bp_954,0.592592592592593,0.671875,0.241036
Brk1_763,0.468085106382979,0.407407407407407,0.244917
Btbd2_2305,0.825,0.729166666666667,0.141895
Btbd2_2320,0.511627906976744,0.636363636363636,0.114724
Bub1_3311,0.523809523809524,0.701754385964912,0.035833
Bub3_1294,0.391304347826087,0.421052631578947,0.379618
Bud23_1241,0.909090909090909,0.833333333333333,0.128195
Bud23_1503,0.352941176470588,0.608695652173913,0.027281
Bysl_1634,0.512820512820513,0.547619047619048,0.347736
Bysl_1677,0.41304347826087,0.468085106382979,0.300965
Bysl_1699,0.551020408163265,0.6875,0.084721
Bysl_1711,0.6875,0.66,0.373453
Bysl_1760,0.916666666666667,0.872340425531915,0.199028
Bzw2_1640,0.622950819672131,0.542168674698795,0.16814
C1qbp_917,0.411214953271028,0.405660377358491,0.451416
C1qbp_925,0.828828828828829,0.836363636363636,0.396658
C77080_4797,0.416666666666667,0.35,0.329866
Cab39_3355,0.275,0.545454545454545,0.018306
Calm1_1271,0.324675324675325,0.42,0.042121
Calm1_1440,0.851063829787234,0.784090909090909,0.047529
Calr_1415,0.766355140186916,0.824034334763948,0.047191
Calr_1480,0.646575342465753,0.591911764705882,0.0807330000000001
Calr_1846,0.528455284552846,0.467391304347826,0.061992
Calu_1138,0.958333333333333,0.926829268292683,0.245685
Calu_1151,0.565217391304348,0.657894736842105,0.16656
Canx_1654,0.84375,0.746268656716418,0.07797
Canx_1974,0.407894736842105,0.311258278145695,0.04078
Cap1_2491,0.315068493150685,0.6,0.00368500000000005
Caprin1_2428,0.694444444444444,0.745664739884393,0.154598
Caprin1_2453,0.624113475177305,0.630573248407643,0.452037
Carm1_2079,0.565217391304348,0.513513513513513,0.406081
Carm1_2085,0.846153846153846,0.8,0.326928
Carm1_2388,0.461538461538462,0.433333333333333,0.43076
Carnmt1_1270,0.589473684210526,0.644444444444444,0.172158
Cars_1081,0.408163265306122,0.425,0.433591
Cars_2628,0.878787878787879,0.824561403508772,0.197032
Cars_2717,0.773584905660377,0.660377358490566,0.116095
Cat_1940,0.582417582417582,0.575757575757576,0.422509
Cbfa2t2_5195,0.615384615384615,0.434782608695652,0.096306
Cbfa2t2_5200,0.590909090909091,0.807692307692308,0.047435
Cbfa2t2_5279,0.37037037037037,0.48,0.228703
Cbfa2t2_5612,0.607142857142857,0.535714285714286,0.341967
Cbfa2t2_5663,0.428571428571429,0.37037037037037,0.339153
Cbfa2t2_5938,0.3,0.444444444444444,0.129868
Cbx7_3308,0.351351351351351,0.393939393939394,0.355839
Ccdc59_1180,0.75,0.9,0.078138
Ccdc59_1195,0.463414634146341,0.7,0.0363599999999999
Ccdc6_5213,0.772727272727273,0.777777777777778,0.486129
Ccdc85c_4184,0.607142857142857,0.5,0.231661
Ccnb1_1470,0.764423076923077,0.377880184331797,1e-07
Ccnd1_1056,0.636363636363636,0.633333333333333,0.484495
Ccnd3_1107,0.617647058823529,0.67948717948718,0.121035
Ccne1_1493,0.463414634146341,0.5,0.334105
Ccne1_1741,0.989690721649485,0.986486486486487,0.479008
Ccne1_1937,0.489130434782609,0.419354838709677,0.202019
Ccnf_2499,0.770491803278688,0.725,0.264581
Ccng1_465,0.552631578947368,0.472222222222222,0.204227
Ccng1_1651,0.5,0.4,0.314731
Ccni_1656,0.545454545454545,0.491525423728814,0.316778
Ccni_1860,0.474576271186441,0.464788732394366,0.455152
Cct4_1875,0.725768321513002,0.609254498714653,0.000184999999999991
Cct5_377,0.624671916010499,0.647597254004577,0.24867
Cct8_1772,0.654054054054054,0.586854460093897,0.083371
Cd164_738,1,0.980769230769231,0.364135
Cd164_966,0.905660377358491,0.862068965517241,0.229219
Cd2bp2_571,0.703703703703704,0.607142857142857,0.237353
Cd2bp2_599,0.5,0.541666666666667,0.40959
Cd2bp2_665,0.407407407407407,0.566666666666667,0.114642
Cd2bp2_1169,0.441176470588235,0.463414634146341,0.424825
Cd320_981,0.666666666666667,0.452380952380952,0.0457109999999999
Cd320_1019,0.909090909090909,0.75,0.047458
Cdc16_1925,0.810526315789474,0.852941176470588,0.265632
Cdc23_747,0.517241379310345,0.48780487804878,0.34896
Cdc23_1930,0.461538461538462,0.4,0.314604
Cdc23_2441,0.882352941176471,0.818181818181818,0.213666
Cdc23_2531,0.40625,0.521739130434783,0.162529
Cdc25a_2627,0.652173913043478,0.619047619047619,0.433133
Cdc34_945,0.522988505747126,0.583333333333333,0.126666
Cdc34_969,0.345454545454545,0.39041095890411,0.205277
Cdc34_1178,0.61878453038674,0.686390532544379,0.09841
Cdc37_1398,0.441176470588235,0.408333333333333,0.311265
Cdc42se1_842,0.833333333333333,0.8,0.412035
Cdc45_981,0.714285714285714,0.739130434782609,0.424836
Cdc5l_2690,0.690140845070423,0.602150537634409,0.121096
Cdc5l_2772,0.522388059701492,0.577777777777778,0.26525
Cdc5l_2871,0.939393939393939,0.936170212765957,0.46344
Cdc6_1212,0.545454545454545,0.555555555555556,0.456457
Cdc6_1412,0.655172413793103,0.685714285714286,0.395981
Cdc6_2187,0.394736842105263,0.627906976744186,0.016352
Cdc6_2283,0.769230769230769,0.771428571428571,0.485057
Cdc6_2459,0.75,0.641025641025641,0.204196
Cdc6_2470,0.695652173913043,0.766666666666667,0.283524
Cdca2_2536,0.722222222222222,0.782608695652174,0.286071
Cdca2_3013,0.717948717948718,0.678571428571429,0.368974
Cdca2_3286,0.704545454545455,0.692307692307692,0.464382
Cdca2_3371,0.488888888888889,0.65625,0.069939
Cdca2_3406,0.488372093023256,0.535714285714286,0.346876
Cdca3_1494,0.360824742268041,0.33695652173913,0.356732
Cdca4_1071,0.56,0.689655172413793,0.212097
Cdca4_1138,0.04,0.541666666666667,1e-07
Cdca4_1229,0.928571428571429,0.75,0.04313
Cdca4_1331,0.814814814814815,0.53125,0.00813399999999997
Cdca4_1398,0.88,0.896551724137931,0.414693
Cdca5_574,0.7,0.6,0.229109
Cdca5_689,0.53125,0.645161290322581,0.183156
Cdca5_763,0.72972972972973,0.709677419354839,0.434396
Cdca5_787,0.810810810810811,0.862068965517241,0.28894
Cdca5_811,0.666666666666667,0.612903225806452,0.330294
Cdca5_980,0.4,0.451612903225806,0.34425
Cdca5_1142,0.783783783783784,0.866666666666667,0.181431
Cdca5_1193,0.513513513513513,0.272727272727273,0.0173680000000001
Cdca8_1136,0.55952380952381,0.595744680851064,0.312084
Cdh1_2945,0.702380952380952,0.604651162790698,0.146104
Cdh1_4247,0.488505747126437,0.539325842696629,0.218893
Cdipt_1813,0.857142857142857,0.928571428571429,0.255507
Cdipt_1859,0.642857142857143,0.666666666666667,0.43999
Cdk2_1376,0.571428571428571,0.666666666666667,0.173607
Cdk4_488,0.533665835411471,0.571875,0.147652
Cdk5rap3_1672,0.517241379310345,0.58695652173913,0.294727
Cdk5rap3_1720,0.78125,0.719298245614035,0.259041
Cdk5rap3_1854,0.454545454545455,0.423076923076923,0.428396
Cdk7_1157,0.377777777777778,0.513513513513513,0.106905
Cdkn2aipnl_1387,0.723404255319149,0.567567567567568,0.069044
Cdkn2aipnl_1421,0.785714285714286,0.5,0.00342100000000001
Cdkn2aipnl_1648,0.673913043478261,0.475,0.030473
Cdt1_1117,0.512820512820513,0.470588235294118,0.283906
Cdt1_1879,0.591489361702128,0.530612244897959,0.154765
Cdt1_2003,0.648,0.509433962264151,0.00756500000000004
Cdt1_2027,0.948571428571429,0.875,0.034251
Cebpz_284,0.666666666666667,0.512820512820513,0.092216
Cebpz_465,0.833333333333333,0.837837837837838,0.437341
Cebpz_1006,0.783783783783784,0.854166666666667,0.201248
Cebpz_1022,0.538461538461538,0.553191489361702,0.44607
Cebpz_1089,0.432432432432432,0.521739130434783,0.208229
Cebpz_1446,0.935483870967742,0.891891891891892,0.259929
Cebpz_1465,0.894736842105263,0.916666666666667,0.364725
Cebpz_1561,0.744186046511628,0.893617021276596,0.032806
Cenpf_8645,0.333333333333333,0.6,0.039394
Cenpf_9193,0.758620689655172,0.904761904761905,0.077834
Cenpm_716,0.709677419354839,0.78125,0.177266
Cenpn_1310,0.875,1,0.014138
Chaf1a_2405,0.619047619047619,0.607142857142857,0.481581
Chaf1a_2729,0.8,0.678571428571429,0.140073
Chaf1a_3117,0.888888888888889,0.903225806451613,0.414058
Chaf1b_1305,0.618181818181818,0.574074074074074,0.311675
Chaf1b_1468,0.6875,0.781818181818182,0.140596
Chaf1b_1608,0.733333333333333,0.777777777777778,0.34391
Chchd1_349,0.506024096385542,0.436974789915966,0.166517
Chchd1_448,0.824175824175824,0.722689075630252,0.03925
Chchd3_991,0.763636363636364,0.844155844155844,0.131297
Chchd3_1303,0.533333333333333,0.294117647058824,0.00519499999999995
Chchd4_465,0.781818181818182,0.875,0.078319
Chchd4_657,0.931034482758621,0.887640449438202,0.181757
